"location","target_end_date","target","output_type","output_type_id","oracle_value"
"HHS Region 4",2017-01-07,"ili perc","quantile",NA,2.91194
"HHS Region 4",2017-01-14,"ili perc","quantile",NA,2.89406
"HHS Region 4",2017-01-21,"ili perc","quantile",NA,3.68686
"HHS Region 4",2017-01-28,"ili perc","quantile",NA,3.64552
"HHS Region 4",2017-02-04,"ili perc","quantile",NA,4.50271
"HHS Region 4",2017-02-11,"ili perc","quantile",NA,5.12173
"HHS Region 4",2017-02-18,"ili perc","quantile",NA,5.53618
"HHS Region 4",2017-02-25,"ili perc","quantile",NA,5.51183
"HHS Region 4",2017-03-04,"ili perc","quantile",NA,4.55176
"HHS Region 4",2017-03-11,"ili perc","quantile",NA,4.54794
"HHS Region 4",2017-03-18,"ili perc","quantile",NA,3.90317
"HHS Region 4",2017-03-25,"ili perc","quantile",NA,4.70493
"HHS Region 4",2017-04-01,"ili perc","quantile",NA,3.69615
"HHS Region 4",2017-04-08,"ili perc","quantile",NA,2.75203
"HHS Region 4",2017-04-15,"ili perc","quantile",NA,2.19124
"HHS Region 4",2017-04-22,"ili perc","quantile",NA,1.80908
"HHS Region 4",2017-04-29,"ili perc","quantile",NA,1.50377
"HHS Region 4",2017-05-06,"ili perc","quantile",NA,1.2573
"HHS Region 4",2017-05-13,"ili perc","quantile",NA,1.40271
"HHS Region 4",2017-05-20,"ili perc","quantile",NA,1.30754
"HHS Region 4",2017-05-27,"ili perc","quantile",NA,1.25617
"HHS Region 4",2017-06-03,"ili perc","quantile",NA,0.950788
"HHS Region 4",2017-06-10,"ili perc","quantile",NA,0.794647
"HHS Region 4",2017-06-17,"ili perc","quantile",NA,0.619346
"HHS Region 4",2017-06-24,"ili perc","quantile",NA,0.616408
"HHS Region 4",2017-10-07,"ili perc","quantile",NA,1.16474
"HHS Region 4",2017-10-14,"ili perc","quantile",NA,1.2559
"HHS Region 4",2017-10-21,"ili perc","quantile",NA,1.25906
"HHS Region 4",2017-10-28,"ili perc","quantile",NA,1.59472
"HHS Region 4",2017-11-04,"ili perc","quantile",NA,1.78955
"HHS Region 4",2017-11-11,"ili perc","quantile",NA,2.12802
"HHS Region 4",2017-11-18,"ili perc","quantile",NA,2.22418
"HHS Region 4",2017-11-25,"ili perc","quantile",NA,2.54255
"HHS Region 4",2017-12-02,"ili perc","quantile",NA,2.23681
"HHS Region 4",2017-12-09,"ili perc","quantile",NA,2.5325
"HHS Region 4",2017-12-16,"ili perc","quantile",NA,3.10558
"HHS Region 4",2017-12-23,"ili perc","quantile",NA,4.64179
"HHS Region 4",2017-12-30,"ili perc","quantile",NA,5.34024
"HHS Region 4",2018-01-06,"ili perc","quantile",NA,5.36524
"HHS Region 4",2018-01-13,"ili perc","quantile",NA,6.66816
"HHS Region 4",2018-01-20,"ili perc","quantile",NA,8.36567
"HHS Region 4",2018-01-27,"ili perc","quantile",NA,9.23038
"HHS Region 4",2018-02-03,"ili perc","quantile",NA,9.26602
"HHS Region 4",2018-02-10,"ili perc","quantile",NA,9.01636
"HHS Region 4",2018-02-17,"ili perc","quantile",NA,6.99409
"HHS Region 4",2018-02-24,"ili perc","quantile",NA,4.77199
"HHS Region 4",2018-03-03,"ili perc","quantile",NA,3.08584
"HHS Region 4",2018-03-10,"ili perc","quantile",NA,2.71436
"HHS Region 4",2018-03-17,"ili perc","quantile",NA,2.4089
"HHS Region 4",2018-03-24,"ili perc","quantile",NA,2.04193
"HHS Region 4",2018-03-31,"ili perc","quantile",NA,2.05525
"HHS Region 4",2018-04-07,"ili perc","quantile",NA,1.77024
"HHS Region 4",2018-04-14,"ili perc","quantile",NA,1.49353
"HHS Region 4",2018-04-21,"ili perc","quantile",NA,1.28977
"HHS Region 4",2018-04-28,"ili perc","quantile",NA,1.21706
"HHS Region 4",2018-05-05,"ili perc","quantile",NA,1.20145
"HHS Region 4",2018-05-12,"ili perc","quantile",NA,1.00502
"HHS Region 4",2018-05-19,"ili perc","quantile",NA,0.968684
"HHS Region 4",2018-05-26,"ili perc","quantile",NA,0.955642
"HHS Region 4",2018-06-02,"ili perc","quantile",NA,0.874429
"HHS Region 4",2018-06-09,"ili perc","quantile",NA,0.77605
"HHS Region 4",2018-06-16,"ili perc","quantile",NA,0.658396
"HHS Region 4",2018-06-23,"ili perc","quantile",NA,0.554257
"HHS Region 4",2018-10-06,"ili perc","quantile",NA,1.25493
"HHS Region 4",2018-10-13,"ili perc","quantile",NA,1.35959
"HHS Region 4",2018-10-20,"ili perc","quantile",NA,1.36075
"HHS Region 4",2018-10-27,"ili perc","quantile",NA,1.66158
"HHS Region 4",2018-11-03,"ili perc","quantile",NA,1.81188
"HHS Region 4",2018-11-10,"ili perc","quantile",NA,1.92608
"HHS Region 4",2018-11-17,"ili perc","quantile",NA,2.04088
"HHS Region 4",2018-11-24,"ili perc","quantile",NA,2.32977
"HHS Region 4",2018-12-01,"ili perc","quantile",NA,2.18344
"HHS Region 4",2018-12-08,"ili perc","quantile",NA,2.27805
"HHS Region 4",2018-12-15,"ili perc","quantile",NA,2.75549
"HHS Region 4",2018-12-22,"ili perc","quantile",NA,3.24464
"HHS Region 4",2018-12-29,"ili perc","quantile",NA,4.08793
"HHS Region 4",2019-01-05,"ili perc","quantile",NA,3.35996
"HHS Region 4",2019-01-12,"ili perc","quantile",NA,2.8037
"HHS Region 4",2019-01-19,"ili perc","quantile",NA,3.02029
"HHS Region 4",2019-01-26,"ili perc","quantile",NA,3.97613
"HHS Region 4",2019-02-02,"ili perc","quantile",NA,4.85042
"HHS Region 4",2019-02-09,"ili perc","quantile",NA,5.92232
"HHS Region 4",2019-02-16,"ili perc","quantile",NA,5.88063
"HHS Region 4",2019-02-23,"ili perc","quantile",NA,5.27442
"HHS Region 4",2019-03-02,"ili perc","quantile",NA,4.27505
"HHS Region 4",2019-03-09,"ili perc","quantile",NA,3.85489
"HHS Region 4",2019-03-16,"ili perc","quantile",NA,3.46478
"HHS Region 4",2019-03-23,"ili perc","quantile",NA,2.98233
"HHS Region 4",2019-03-30,"ili perc","quantile",NA,2.56027
"HHS Region 4",2019-04-06,"ili perc","quantile",NA,2.32265
"HHS Region 4",2019-04-13,"ili perc","quantile",NA,1.98591
"HHS Region 4",2019-04-20,"ili perc","quantile",NA,1.66157
"HHS Region 4",2019-04-27,"ili perc","quantile",NA,1.53818
"HHS Region 4",2019-05-04,"ili perc","quantile",NA,1.46735
"HHS Region 4",2019-05-11,"ili perc","quantile",NA,1.36326
"HHS Region 4",2019-05-18,"ili perc","quantile",NA,1.26581
"HHS Region 4",2019-05-25,"ili perc","quantile",NA,1.07457
"HHS Region 4",2019-06-01,"ili perc","quantile",NA,1.15561
"HHS Region 4",2019-06-08,"ili perc","quantile",NA,0.866697
"HHS Region 4",2019-06-15,"ili perc","quantile",NA,0.720916
"HHS Region 4",2019-06-22,"ili perc","quantile",NA,0.64045
"HHS Region 4",2019-10-05,"ili perc","quantile",NA,1.67611
"HHS Region 4",2019-10-12,"ili perc","quantile",NA,1.63027
"HHS Region 4",2019-10-19,"ili perc","quantile",NA,1.81806
"HHS Region 4",2019-10-26,"ili perc","quantile",NA,1.96609
"HHS Region 4",2019-11-02,"ili perc","quantile",NA,2.29988
"HHS Region 4",2019-11-09,"ili perc","quantile",NA,2.87142
"HHS Region 4",2019-11-16,"ili perc","quantile",NA,3.13118
"HHS Region 4",2019-11-23,"ili perc","quantile",NA,3.34192
"HHS Region 4",2019-11-30,"ili perc","quantile",NA,4.19914
"HHS Region 4",2019-12-07,"ili perc","quantile",NA,4.02323
"HHS Region 4",2019-12-14,"ili perc","quantile",NA,4.98365
"HHS Region 4",2019-12-21,"ili perc","quantile",NA,6.3955
"HHS Region 4",2019-12-28,"ili perc","quantile",NA,8.76627
"HHS Region 4",2020-01-04,"ili perc","quantile",NA,6.82022
"HHS Region 4",2020-01-11,"ili perc","quantile",NA,5.20089
"HHS Region 4",2020-01-18,"ili perc","quantile",NA,5.42356
"HHS Region 4",2020-01-25,"ili perc","quantile",NA,6.44859
"HHS Region 4",2020-02-01,"ili perc","quantile",NA,7.45896
"HHS Region 4",2020-02-08,"ili perc","quantile",NA,7.30033
"HHS Region 4",2020-02-15,"ili perc","quantile",NA,6.32153
"HHS Region 4",2020-02-22,"ili perc","quantile",NA,5.3524
"HHS Region 4",2020-02-29,"ili perc","quantile",NA,4.815
"HHS Region 4",2020-03-07,"ili perc","quantile",NA,5.39357
"HHS Region 4",2020-03-14,"ili perc","quantile",NA,5.82752
"HHS Region 4",2020-03-21,"ili perc","quantile",NA,5.94081
"HHS Region 4",2020-03-28,"ili perc","quantile",NA,4.26372
"HHS Region 4",2020-04-04,"ili perc","quantile",NA,3.05683
"HHS Region 4",2020-04-11,"ili perc","quantile",NA,2.02
"HHS Region 4",2020-04-18,"ili perc","quantile",NA,1.64137
"HHS Region 4",2020-04-25,"ili perc","quantile",NA,1.24022
"HHS Region 4",2020-05-02,"ili perc","quantile",NA,0.99228
"HHS Region 4",2020-05-09,"ili perc","quantile",NA,0.865059
"HHS Region 4",2020-05-16,"ili perc","quantile",NA,0.848709
"HHS Region 4",2020-05-23,"ili perc","quantile",NA,1.03274
"HHS Region 4",2020-05-30,"ili perc","quantile",NA,0.968408
"HHS Region 4",2020-06-06,"ili perc","quantile",NA,0.869985
"HHS Region 4",2020-06-13,"ili perc","quantile",NA,0.919091
"HHS Region 4",2020-06-20,"ili perc","quantile",NA,1.31774
"HHS Region 5",2015-10-03,"ili perc","quantile",NA,0.879066
"HHS Region 5",2015-10-10,"ili perc","quantile",NA,1.03369
"HHS Region 5",2015-10-17,"ili perc","quantile",NA,1.16169
"HHS Region 5",2015-10-24,"ili perc","quantile",NA,1.06391
"HHS Region 5",2015-10-31,"ili perc","quantile",NA,1.03624
"HHS Region 5",2015-11-07,"ili perc","quantile",NA,1.21233
"HHS Region 5",2015-11-14,"ili perc","quantile",NA,1.30497
"HHS Region 5",2015-11-21,"ili perc","quantile",NA,1.24789
"HHS Region 5",2015-11-28,"ili perc","quantile",NA,1.43269
"HHS Region 5",2015-12-05,"ili perc","quantile",NA,1.14728
"HHS Region 5",2015-12-12,"ili perc","quantile",NA,1.38412
"HHS Region 5",2015-12-19,"ili perc","quantile",NA,1.45376
"HHS Region 5",2015-12-26,"ili perc","quantile",NA,1.8247
"HHS Region 5",2016-01-02,"ili perc","quantile",NA,1.73198
"HHS Region 5",2016-01-09,"ili perc","quantile",NA,1.40186
"HHS Region 5",2016-01-16,"ili perc","quantile",NA,1.35927
"HHS Region 5",2016-01-23,"ili perc","quantile",NA,1.40448
"HHS Region 5",2016-01-30,"ili perc","quantile",NA,1.41707
"HHS Region 5",2016-02-06,"ili perc","quantile",NA,1.55406
"HHS Region 5",2016-02-13,"ili perc","quantile",NA,1.79381
"HHS Region 5",2016-02-20,"ili perc","quantile",NA,2.13446
"HHS Region 5",2016-02-27,"ili perc","quantile",NA,2.616
"HHS Region 5",2016-03-05,"ili perc","quantile",NA,2.88536
"HHS Region 5",2016-03-12,"ili perc","quantile",NA,3.25898
"HHS Region 5",2016-03-19,"ili perc","quantile",NA,2.57104
"HHS Region 5",2016-03-26,"ili perc","quantile",NA,2.30659
"HHS Region 5",2016-04-02,"ili perc","quantile",NA,2.01179
"HHS Region 5",2016-04-09,"ili perc","quantile",NA,1.58815
"HHS Region 5",2016-04-16,"ili perc","quantile",NA,1.45641
"HHS Region 5",2016-04-23,"ili perc","quantile",NA,1.47331
"HHS Region 5",2016-04-30,"ili perc","quantile",NA,1.36717
"HHS Region 5",2016-05-07,"ili perc","quantile",NA,1.0222
"HHS Region 5",2016-05-14,"ili perc","quantile",NA,1.15197
"HHS Region 5",2016-05-21,"ili perc","quantile",NA,1.07729
"HHS Region 5",2016-05-28,"ili perc","quantile",NA,0.844971
"HHS Region 5",2016-06-04,"ili perc","quantile",NA,0.949954
"HHS Region 5",2016-06-11,"ili perc","quantile",NA,0.887502
"HHS Region 5",2016-06-18,"ili perc","quantile",NA,0.723515
"HHS Region 5",2016-06-25,"ili perc","quantile",NA,0.48268
"HHS Region 5",2016-10-01,"ili perc","quantile",NA,0.983237
"HHS Region 5",2016-10-08,"ili perc","quantile",NA,0.999341
"HHS Region 5",2016-10-15,"ili perc","quantile",NA,0.974716
"HHS Region 5",2016-10-22,"ili perc","quantile",NA,1.03606
"HHS Region 5",2016-10-29,"ili perc","quantile",NA,1.10375
"HHS Region 5",2016-11-05,"ili perc","quantile",NA,1.26479
"HHS Region 5",2016-11-12,"ili perc","quantile",NA,1.23547
"HHS Region 5",2016-11-19,"ili perc","quantile",NA,1.21572
"HHS Region 5",2016-11-26,"ili perc","quantile",NA,1.26166
"HHS Region 5",2016-12-03,"ili perc","quantile",NA,1.23902
"HHS Region 5",2016-12-10,"ili perc","quantile",NA,1.48019
"HHS Region 5",2016-12-17,"ili perc","quantile",NA,1.55453
"HHS Region 5",2016-12-24,"ili perc","quantile",NA,1.84548
"HHS Region 5",2016-12-31,"ili perc","quantile",NA,2.36903
"HHS Region 5",2017-01-07,"ili perc","quantile",NA,2.1057
"HHS Region 5",2017-01-14,"ili perc","quantile",NA,2.11866
"HHS Region 5",2017-01-21,"ili perc","quantile",NA,2.44131
"HHS Region 5",2017-01-28,"ili perc","quantile",NA,2.76149
"HHS Region 5",2017-02-04,"ili perc","quantile",NA,3.19009
"HHS Region 5",2017-02-11,"ili perc","quantile",NA,3.92549
"HHS Region 5",2017-02-18,"ili perc","quantile",NA,4.31816
"HHS Region 5",2017-02-25,"ili perc","quantile",NA,4.26809
"HHS Region 5",2017-03-04,"ili perc","quantile",NA,3.04257
"HHS Region 5",2017-03-11,"ili perc","quantile",NA,3.31894
"HHS Region 5",2017-03-18,"ili perc","quantile",NA,3.00807
"HHS Region 5",2017-03-25,"ili perc","quantile",NA,2.82562
"HHS Region 5",2017-04-01,"ili perc","quantile",NA,2.39538
"HHS Region 5",2017-04-08,"ili perc","quantile",NA,2.08748
"HHS Region 5",2017-04-15,"ili perc","quantile",NA,1.59509
"HHS Region 5",2017-04-22,"ili perc","quantile",NA,1.42648
"HHS Region 5",2017-04-29,"ili perc","quantile",NA,1.2835
"HHS Region 5",2017-05-06,"ili perc","quantile",NA,1.13598
"HHS Region 5",2017-05-13,"ili perc","quantile",NA,1.12829
"HHS Region 5",2017-05-20,"ili perc","quantile",NA,0.949088
"HHS Region 5",2017-05-27,"ili perc","quantile",NA,0.820424
"HHS Region 5",2017-06-03,"ili perc","quantile",NA,0.775273
"HHS Region 5",2017-06-10,"ili perc","quantile",NA,0.720835
"HHS Region 5",2017-06-17,"ili perc","quantile",NA,0.627355
"HHS Region 5",2017-06-24,"ili perc","quantile",NA,0.597292
"HHS Region 5",2017-10-07,"ili perc","quantile",NA,1.13883
"HHS Region 5",2017-10-14,"ili perc","quantile",NA,1.16684
"HHS Region 5",2017-10-21,"ili perc","quantile",NA,1.14011
"HHS Region 5",2017-10-28,"ili perc","quantile",NA,1.23078
"HHS Region 5",2017-11-04,"ili perc","quantile",NA,1.22608
"HHS Region 5",2017-11-11,"ili perc","quantile",NA,1.32897
"HHS Region 5",2017-11-18,"ili perc","quantile",NA,1.21085
"HHS Region 5",2017-11-25,"ili perc","quantile",NA,1.54292
"HHS Region 5",2017-12-02,"ili perc","quantile",NA,1.59973
"HHS Region 5",2017-12-09,"ili perc","quantile",NA,1.92288
"HHS Region 5",2017-12-16,"ili perc","quantile",NA,2.18404
"HHS Region 5",2017-12-23,"ili perc","quantile",NA,3.19187
"HHS Region 5",2017-12-30,"ili perc","quantile",NA,4.75027
"HHS Region 5",2018-01-06,"ili perc","quantile",NA,4.41441
"HHS Region 5",2018-01-13,"ili perc","quantile",NA,4.71296
"HHS Region 5",2018-01-20,"ili perc","quantile",NA,5.06626
"HHS Region 5",2018-01-27,"ili perc","quantile",NA,5.29509
"HHS Region 5",2018-02-03,"ili perc","quantile",NA,5.65908
"HHS Region 5",2018-02-10,"ili perc","quantile",NA,5.79787
"HHS Region 5",2018-02-17,"ili perc","quantile",NA,4.66426
"HHS Region 5",2018-02-24,"ili perc","quantile",NA,3.79461
"HHS Region 5",2018-03-03,"ili perc","quantile",NA,2.97504
"HHS Region 5",2018-03-10,"ili perc","quantile",NA,2.62703
"HHS Region 5",2018-03-17,"ili perc","quantile",NA,2.30545
"HHS Region 5",2018-03-24,"ili perc","quantile",NA,2.22813
"HHS Region 5",2018-03-31,"ili perc","quantile",NA,2.18359
"HHS Region 5",2018-04-07,"ili perc","quantile",NA,1.76803
"HHS Region 5",2018-04-14,"ili perc","quantile",NA,1.6914
"HHS Region 5",2018-04-21,"ili perc","quantile",NA,1.4577
"HHS Region 5",2018-04-28,"ili perc","quantile",NA,1.37387
"HHS Region 5",2018-05-05,"ili perc","quantile",NA,1.15264
"HHS Region 5",2018-05-12,"ili perc","quantile",NA,1.03882
"HHS Region 5",2018-05-19,"ili perc","quantile",NA,0.948303
"HHS Region 5",2018-05-26,"ili perc","quantile",NA,0.978293
"HHS Region 5",2018-06-02,"ili perc","quantile",NA,0.933475
"HHS Region 5",2018-06-09,"ili perc","quantile",NA,0.75419
"HHS Region 5",2018-06-16,"ili perc","quantile",NA,0.602936
"HHS Region 5",2018-06-23,"ili perc","quantile",NA,0.437479
"HHS Region 5",2018-10-06,"ili perc","quantile",NA,1.00242
"HHS Region 5",2018-10-13,"ili perc","quantile",NA,1.07455
"HHS Region 5",2018-10-20,"ili perc","quantile",NA,1.01853
"HHS Region 5",2018-10-27,"ili perc","quantile",NA,1.15672
"HHS Region 5",2018-11-03,"ili perc","quantile",NA,1.33366
"HHS Region 5",2018-11-10,"ili perc","quantile",NA,1.26681
"HHS Region 5",2018-11-17,"ili perc","quantile",NA,1.34123
"HHS Region 5",2018-11-24,"ili perc","quantile",NA,1.57135
"HHS Region 5",2018-12-01,"ili perc","quantile",NA,1.50342
"HHS Region 5",2018-12-08,"ili perc","quantile",NA,1.47836
"HHS Region 5",2018-12-15,"ili perc","quantile",NA,1.73258
"HHS Region 5",2018-12-22,"ili perc","quantile",NA,2.23118
"HHS Region 5",2018-12-29,"ili perc","quantile",NA,3.03088
"HHS Region 5",2019-01-05,"ili perc","quantile",NA,2.40224
"HHS Region 5",2019-01-12,"ili perc","quantile",NA,2.20503
"HHS Region 5",2019-01-19,"ili perc","quantile",NA,2.26915
"HHS Region 5",2019-01-26,"ili perc","quantile",NA,2.37917
"HHS Region 5",2019-02-02,"ili perc","quantile",NA,2.49603
"HHS Region 5",2019-02-09,"ili perc","quantile",NA,2.30091
"HHS Region 5",2019-02-16,"ili perc","quantile",NA,2.48646
"HHS Region 5",2019-02-23,"ili perc","quantile",NA,2.91569
"HHS Region 5",2019-03-02,"ili perc","quantile",NA,3.03561
"HHS Region 5",2019-03-09,"ili perc","quantile",NA,3.30287
"HHS Region 5",2019-03-16,"ili perc","quantile",NA,3.56636
"HHS Region 5",2019-03-23,"ili perc","quantile",NA,3.19464
"HHS Region 5",2019-03-30,"ili perc","quantile",NA,2.55139
"HHS Region 5",2019-04-06,"ili perc","quantile",NA,2.07604
"HHS Region 5",2019-04-13,"ili perc","quantile",NA,1.76651
"HHS Region 5",2019-04-20,"ili perc","quantile",NA,1.59427
"HHS Region 5",2019-04-27,"ili perc","quantile",NA,1.28875
"HHS Region 5",2019-05-04,"ili perc","quantile",NA,1.23935
"HHS Region 5",2019-05-11,"ili perc","quantile",NA,1.09398
"HHS Region 5",2019-05-18,"ili perc","quantile",NA,1.12573
"HHS Region 5",2019-05-25,"ili perc","quantile",NA,0.961072
"HHS Region 5",2019-06-01,"ili perc","quantile",NA,1.02511
"HHS Region 5",2019-06-08,"ili perc","quantile",NA,0.866414
"HHS Region 5",2019-06-15,"ili perc","quantile",NA,0.720181
"HHS Region 5",2019-06-22,"ili perc","quantile",NA,0.384394
"HHS Region 5",2019-10-05,"ili perc","quantile",NA,1.11084
"HHS Region 5",2019-10-12,"ili perc","quantile",NA,1.268
"HHS Region 5",2019-10-19,"ili perc","quantile",NA,1.27061
"HHS Region 5",2019-10-26,"ili perc","quantile",NA,1.36856
"HHS Region 5",2019-11-02,"ili perc","quantile",NA,1.42243
"HHS Region 5",2019-11-09,"ili perc","quantile",NA,1.47042
"HHS Region 5",2019-11-16,"ili perc","quantile",NA,1.53858
"HHS Region 5",2019-11-23,"ili perc","quantile",NA,1.62911
"HHS Region 5",2019-11-30,"ili perc","quantile",NA,1.97596
"HHS Region 5",2019-12-07,"ili perc","quantile",NA,2.06425
"HHS Region 5",2019-12-14,"ili perc","quantile",NA,2.39678
"HHS Region 5",2019-12-21,"ili perc","quantile",NA,3.24537
"HHS Region 5",2019-12-28,"ili perc","quantile",NA,4.76058
"HHS Region 5",2020-01-04,"ili perc","quantile",NA,3.35688
"HHS Region 5",2020-01-11,"ili perc","quantile",NA,2.97209
"HHS Region 5",2020-01-18,"ili perc","quantile",NA,3.06863
"HHS Region 5",2020-01-25,"ili perc","quantile",NA,4.14509
"HHS Region 5",2020-02-01,"ili perc","quantile",NA,5.01598
"HHS Region 5",2020-02-08,"ili perc","quantile",NA,5.49771
"HHS Region 5",2020-02-15,"ili perc","quantile",NA,5.15102
"HHS Region 5",2020-02-22,"ili perc","quantile",NA,4.67076
"HHS Region 5",2020-02-29,"ili perc","quantile",NA,4.45296
"HHS Region 5",2020-03-07,"ili perc","quantile",NA,4.28157
"HHS Region 5",2020-03-14,"ili perc","quantile",NA,4.45877
"HHS Region 5",2020-03-21,"ili perc","quantile",NA,4.57352
"HHS Region 5",2020-03-28,"ili perc","quantile",NA,3.08117
"HHS Region 5",2020-04-04,"ili perc","quantile",NA,2.29477
"HHS Region 5",2020-04-11,"ili perc","quantile",NA,1.73236
"HHS Region 5",2020-04-18,"ili perc","quantile",NA,1.45504
"HHS Region 5",2020-04-25,"ili perc","quantile",NA,1.47463
"HHS Region 5",2020-05-02,"ili perc","quantile",NA,1.34697
"HHS Region 5",2020-05-09,"ili perc","quantile",NA,1.25367
"HHS Region 5",2020-05-16,"ili perc","quantile",NA,1.17912
"HHS Region 5",2020-05-23,"ili perc","quantile",NA,0.888278
"HHS Region 5",2020-05-30,"ili perc","quantile",NA,0.54287
"HHS Region 5",2020-06-06,"ili perc","quantile",NA,0.53599
"HHS Region 5",2020-06-13,"ili perc","quantile",NA,0.622964
"HHS Region 5",2020-06-20,"ili perc","quantile",NA,0.398549
"HHS Region 6",2015-10-03,"ili perc","quantile",NA,2.53952
"HHS Region 6",2015-10-10,"ili perc","quantile",NA,2.87872
"HHS Region 6",2015-10-17,"ili perc","quantile",NA,2.9741
"HHS Region 6",2015-10-24,"ili perc","quantile",NA,3.19046
"HHS Region 6",2015-10-31,"ili perc","quantile",NA,3.09627
"HHS Region 6",2015-11-07,"ili perc","quantile",NA,3.04959
"HHS Region 6",2015-11-14,"ili perc","quantile",NA,3.46367
"HHS Region 6",2015-11-21,"ili perc","quantile",NA,3.44926
"HHS Region 6",2015-11-28,"ili perc","quantile",NA,4.21557
"HHS Region 6",2015-12-05,"ili perc","quantile",NA,3.90919
"HHS Region 6",2015-12-12,"ili perc","quantile",NA,4.00152
"HHS Region 6",2015-12-19,"ili perc","quantile",NA,4.07757
"HHS Region 6",2015-12-26,"ili perc","quantile",NA,4.54338
"HHS Region 6",2016-01-02,"ili perc","quantile",NA,4.98502
"HHS Region 6",2016-01-09,"ili perc","quantile",NA,4.10939
"HHS Region 6",2016-01-16,"ili perc","quantile",NA,3.82311
"HHS Region 6",2016-01-23,"ili perc","quantile",NA,4.07882
"HHS Region 6",2016-01-30,"ili perc","quantile",NA,4.49916
"HHS Region 6",2016-02-06,"ili perc","quantile",NA,4.44789
"HHS Region 6",2016-02-13,"ili perc","quantile",NA,5.13729
"HHS Region 6",2016-02-20,"ili perc","quantile",NA,5.63083
"HHS Region 6",2016-02-27,"ili perc","quantile",NA,4.45538
"HHS Region 6",2016-03-05,"ili perc","quantile",NA,4.74938
"HHS Region 6",2016-03-12,"ili perc","quantile",NA,4.42739
"HHS Region 6",2016-03-19,"ili perc","quantile",NA,3.87817
"HHS Region 6",2016-03-26,"ili perc","quantile",NA,3.63245
"HHS Region 6",2016-04-02,"ili perc","quantile",NA,3.32203
"HHS Region 6",2016-04-09,"ili perc","quantile",NA,2.8685
"HHS Region 6",2016-04-16,"ili perc","quantile",NA,3.14612
"HHS Region 6",2016-04-23,"ili perc","quantile",NA,2.95383
"HHS Region 6",2016-04-30,"ili perc","quantile",NA,2.80274
"HHS Region 6",2016-05-07,"ili perc","quantile",NA,2.69358
"HHS Region 6",2016-05-14,"ili perc","quantile",NA,2.29334
"HHS Region 6",2016-05-21,"ili perc","quantile",NA,2.33389
"HHS Region 6",2016-05-28,"ili perc","quantile",NA,2.39586
"HHS Region 6",2016-06-04,"ili perc","quantile",NA,2.14434
"HHS Region 6",2016-06-11,"ili perc","quantile",NA,1.80313
"HHS Region 6",2016-06-18,"ili perc","quantile",NA,1.81013
"HHS Region 6",2016-06-25,"ili perc","quantile",NA,1.60179
"HHS Region 6",2016-10-01,"ili perc","quantile",NA,2.21725
"HHS Region 6",2016-10-08,"ili perc","quantile",NA,1.76526
"HHS Region 6",2016-10-15,"ili perc","quantile",NA,1.82039
"HHS Region 6",2016-10-22,"ili perc","quantile",NA,1.65697
"HHS Region 6",2016-10-29,"ili perc","quantile",NA,1.92206
"HHS Region 6",2016-11-05,"ili perc","quantile",NA,1.90556
"HHS Region 6",2016-11-12,"ili perc","quantile",NA,2.05983
"HHS Region 6",2016-11-19,"ili perc","quantile",NA,2.25577
"HHS Region 6",2016-11-26,"ili perc","quantile",NA,2.48723
"HHS Region 6",2016-12-03,"ili perc","quantile",NA,2.47632
"HHS Region 6",2016-12-10,"ili perc","quantile",NA,2.8985
"HHS Region 6",2016-12-17,"ili perc","quantile",NA,3.39325
"HHS Region 6",2016-12-24,"ili perc","quantile",NA,3.85041
"HHS Region 6",2016-12-31,"ili perc","quantile",NA,4.1863
"HHS Region 6",2017-01-07,"ili perc","quantile",NA,4.07031
"HHS Region 6",2017-01-14,"ili perc","quantile",NA,4.87055
"HHS Region 6",2017-01-21,"ili perc","quantile",NA,5.3318
"HHS Region 6",2017-01-28,"ili perc","quantile",NA,6.14208
"HHS Region 6",2017-02-04,"ili perc","quantile",NA,8.16857
"HHS Region 6",2017-02-11,"ili perc","quantile",NA,9.94073
"HHS Region 6",2017-02-18,"ili perc","quantile",NA,8.9024
"HHS Region 6",2017-02-25,"ili perc","quantile",NA,8.2371
"HHS Region 6",2017-03-04,"ili perc","quantile",NA,6.88799
"HHS Region 6",2017-03-11,"ili perc","quantile",NA,6.51898
"HHS Region 6",2017-03-18,"ili perc","quantile",NA,5.42411
"HHS Region 6",2017-03-25,"ili perc","quantile",NA,4.43381
"HHS Region 6",2017-04-01,"ili perc","quantile",NA,3.7278
"HHS Region 6",2017-04-08,"ili perc","quantile",NA,3.35855
"HHS Region 6",2017-04-15,"ili perc","quantile",NA,3.02825
"HHS Region 6",2017-04-22,"ili perc","quantile",NA,2.93773
"HHS Region 6",2017-04-29,"ili perc","quantile",NA,2.52752
"HHS Region 6",2017-05-06,"ili perc","quantile",NA,2.39831
"HHS Region 6",2017-05-13,"ili perc","quantile",NA,1.71527
"HHS Region 6",2017-05-20,"ili perc","quantile",NA,2.16093
"HHS Region 6",2017-05-27,"ili perc","quantile",NA,1.90441
"HHS Region 6",2017-06-03,"ili perc","quantile",NA,1.66348
"HHS Region 6",2017-06-10,"ili perc","quantile",NA,1.59013
"HHS Region 6",2017-06-17,"ili perc","quantile",NA,1.48845
"HHS Region 6",2017-06-24,"ili perc","quantile",NA,1.33282
"HHS Region 6",2017-10-07,"ili perc","quantile",NA,1.91763
"HHS Region 6",2017-10-14,"ili perc","quantile",NA,2.04769
