"location","target_end_date","target","observation","as_of"
"HHS Region 3",2017-10-14,"ili perc",1.00094,2018-01-06
"HHS Region 3",2017-10-21,"ili perc",1.03129,2018-01-06
"HHS Region 3",2017-10-28,"ili perc",1.1373,2018-01-06
"HHS Region 3",2017-11-04,"ili perc",1.19311,2018-01-06
"HHS Region 3",2017-11-11,"ili perc",1.32058,2018-01-06
"HHS Region 3",2017-11-18,"ili perc",1.61314,2018-01-06
"HHS Region 3",2017-11-25,"ili perc",1.66409,2018-01-06
"HHS Region 3",2017-12-02,"ili perc",1.62901,2018-01-06
"HHS Region 3",2017-12-09,"ili perc",1.65863,2018-01-06
"HHS Region 3",2017-12-16,"ili perc",1.84548,2018-01-06
"HHS Region 3",2017-12-23,"ili perc",2.32692,2018-01-06
"HHS Region 3",2017-12-30,"ili perc",4.07059,2018-01-06
"HHS Region 3",2018-01-06,"ili perc",3.43325,2018-01-06
"HHS Region 4",2017-08-05,"ili perc",0.476357,2018-01-06
"HHS Region 4",2017-08-12,"ili perc",0.483647,2018-01-06
"HHS Region 4",2017-08-19,"ili perc",0.674289,2018-01-06
"HHS Region 4",2017-08-26,"ili perc",0.782429,2018-01-06
"HHS Region 4",2017-09-02,"ili perc",1.11294,2018-01-06
"HHS Region 4",2017-09-09,"ili perc",1.17542,2018-01-06
"HHS Region 4",2017-09-16,"ili perc",0.956649,2018-01-06
"HHS Region 4",2017-09-23,"ili perc",0.902408,2018-01-06
"HHS Region 4",2017-09-30,"ili perc",1.02557,2018-01-06
"HHS Region 4",2017-10-07,"ili perc",1.17435,2018-01-06
"HHS Region 4",2017-10-14,"ili perc",1.25994,2018-01-06
"HHS Region 4",2017-10-21,"ili perc",1.25164,2018-01-06
"HHS Region 4",2017-10-28,"ili perc",1.56613,2018-01-06
"HHS Region 4",2017-11-04,"ili perc",1.75523,2018-01-06
"HHS Region 4",2017-11-11,"ili perc",2.04943,2018-01-06
"HHS Region 4",2017-11-18,"ili perc",2.18362,2018-01-06
"HHS Region 4",2017-11-25,"ili perc",2.46743,2018-01-06
"HHS Region 4",2017-12-02,"ili perc",2.21701,2018-01-06
"HHS Region 4",2017-12-09,"ili perc",2.54671,2018-01-06
"HHS Region 4",2017-12-16,"ili perc",3.0624,2018-01-06
"HHS Region 4",2017-12-23,"ili perc",4.51898,2018-01-06
"HHS Region 4",2017-12-30,"ili perc",5.07525,2018-01-06
"HHS Region 4",2018-01-06,"ili perc",5.26345,2018-01-06
"HHS Region 5",2017-08-05,"ili perc",0.602327,2018-01-06
"HHS Region 5",2017-08-12,"ili perc",0.612967,2018-01-06
"HHS Region 5",2017-08-19,"ili perc",0.637141,2018-01-06
"HHS Region 5",2017-08-26,"ili perc",0.627954,2018-01-06
"HHS Region 5",2017-09-02,"ili perc",0.724628,2018-01-06
"HHS Region 5",2017-09-09,"ili perc",0.859425,2018-01-06
"HHS Region 5",2017-09-16,"ili perc",1.04165,2018-01-06
"HHS Region 5",2017-09-23,"ili perc",1.11121,2018-01-06
"HHS Region 5",2017-09-30,"ili perc",1.29017,2018-01-06
"HHS Region 5",2017-10-07,"ili perc",1.16944,2018-01-06
"HHS Region 5",2017-10-14,"ili perc",1.20148,2018-01-06
"HHS Region 5",2017-10-21,"ili perc",1.17676,2018-01-06
"HHS Region 5",2017-10-28,"ili perc",1.27126,2018-01-06
"HHS Region 5",2017-11-04,"ili perc",1.26679,2018-01-06
"HHS Region 5",2017-11-11,"ili perc",1.36164,2018-01-06
"HHS Region 5",2017-11-18,"ili perc",1.23108,2018-01-06
"HHS Region 5",2017-11-25,"ili perc",1.61315,2018-01-06
"HHS Region 5",2017-12-02,"ili perc",1.6517,2018-01-06
"HHS Region 5",2017-12-09,"ili perc",1.98511,2018-01-06
"HHS Region 5",2017-12-16,"ili perc",2.27231,2018-01-06
"HHS Region 5",2017-12-23,"ili perc",3.3701,2018-01-06
"HHS Region 5",2017-12-30,"ili perc",4.60894,2018-01-06
"HHS Region 5",2018-01-06,"ili perc",4.43852,2018-01-06
"HHS Region 6",2017-08-05,"ili perc",1.15229,2018-01-06
"HHS Region 6",2017-08-12,"ili perc",0.96867,2018-01-06
"HHS Region 6",2017-08-19,"ili perc",1.02289,2018-01-06
"HHS Region 6",2017-08-26,"ili perc",1.66769,2018-01-06
"HHS Region 6",2017-09-02,"ili perc",1.74834,2018-01-06
"HHS Region 6",2017-09-09,"ili perc",1.78512,2018-01-06
"HHS Region 6",2017-09-16,"ili perc",1.76123,2018-01-06
"HHS Region 6",2017-09-23,"ili perc",1.60371,2018-01-06
"HHS Region 6",2017-09-30,"ili perc",1.79261,2018-01-06
"HHS Region 6",2017-10-07,"ili perc",1.91595,2018-01-06
"HHS Region 6",2017-10-14,"ili perc",2.04769,2018-01-06
"HHS Region 6",2017-10-21,"ili perc",2.02089,2018-01-06
"HHS Region 6",2017-10-28,"ili perc",2.23592,2018-01-06
"HHS Region 6",2017-11-04,"ili perc",2.9408,2018-01-06
"HHS Region 6",2017-11-11,"ili perc",3.30872,2018-01-06
"HHS Region 6",2017-11-18,"ili perc",3.90129,2018-01-06
"HHS Region 6",2017-11-25,"ili perc",4.11342,2018-01-06
"HHS Region 6",2017-12-02,"ili perc",4.63429,2018-01-06
"HHS Region 6",2017-12-09,"ili perc",5.25646,2018-01-06
"HHS Region 6",2017-12-16,"ili perc",8.13648,2018-01-06
"HHS Region 6",2017-12-23,"ili perc",11.8925,2018-01-06
"HHS Region 6",2017-12-30,"ili perc",10.6095,2018-01-06
"HHS Region 6",2018-01-06,"ili perc",11.2485,2018-01-06
"HHS Region 7",2017-08-05,"ili perc",0.174172,2018-01-06
"HHS Region 7",2017-08-12,"ili perc",0.115888,2018-01-06
"HHS Region 7",2017-08-19,"ili perc",0.112074,2018-01-06
"HHS Region 7",2017-08-26,"ili perc",0.233776,2018-01-06
"HHS Region 7",2017-09-02,"ili perc",0.142496,2018-01-06
"HHS Region 7",2017-09-09,"ili perc",0.396513,2018-01-06
"HHS Region 7",2017-09-16,"ili perc",0.27963,2018-01-06
"HHS Region 7",2017-09-23,"ili perc",0.535088,2018-01-06
"HHS Region 7",2017-09-30,"ili perc",0.54052,2018-01-06
"HHS Region 7",2017-10-07,"ili perc",0.638751,2018-01-06
"HHS Region 7",2017-10-14,"ili perc",0.713236,2018-01-06
"HHS Region 7",2017-10-21,"ili perc",0.83975,2018-01-06
"HHS Region 7",2017-10-28,"ili perc",0.951642,2018-01-06
"HHS Region 7",2017-11-04,"ili perc",1.1531,2018-01-06
"HHS Region 7",2017-11-11,"ili perc",1.23611,2018-01-06
"HHS Region 7",2017-11-18,"ili perc",1.44823,2018-01-06
"HHS Region 7",2017-11-25,"ili perc",1.77503,2018-01-06
"HHS Region 7",2017-12-02,"ili perc",1.55485,2018-01-06
"HHS Region 7",2017-12-09,"ili perc",2.11642,2018-01-06
"HHS Region 7",2017-12-16,"ili perc",2.84804,2018-01-06
"HHS Region 7",2017-12-23,"ili perc",4.61563,2018-01-06
"HHS Region 7",2017-12-30,"ili perc",7.90532,2018-01-06
"HHS Region 7",2018-01-06,"ili perc",8.57425,2018-01-06
"HHS Region 8",2017-08-05,"ili perc",0.339978,2018-01-06
"HHS Region 8",2017-08-12,"ili perc",0.359646,2018-01-06
"HHS Region 8",2017-08-19,"ili perc",0.326402,2018-01-06
"HHS Region 8",2017-08-26,"ili perc",0.419146,2018-01-06
"HHS Region 8",2017-09-02,"ili perc",0.714684,2018-01-06
"HHS Region 8",2017-09-09,"ili perc",0.800955,2018-01-06
"HHS Region 8",2017-09-16,"ili perc",0.331921,2018-01-06
"HHS Region 8",2017-09-23,"ili perc",0.427048,2018-01-06
"HHS Region 8",2017-09-30,"ili perc",0.518725,2018-01-06
"HHS Region 8",2017-10-07,"ili perc",0.474087,2018-01-06
"HHS Region 8",2017-10-14,"ili perc",0.560104,2018-01-06
"HHS Region 8",2017-10-21,"ili perc",0.560496,2018-01-06
"HHS Region 8",2017-10-28,"ili perc",0.698307,2018-01-06
"HHS Region 8",2017-11-04,"ili perc",0.697196,2018-01-06
"HHS Region 8",2017-11-11,"ili perc",0.772821,2018-01-06
"HHS Region 8",2017-11-18,"ili perc",0.842665,2018-01-06
"HHS Region 8",2017-11-25,"ili perc",0.935975,2018-01-06
"HHS Region 8",2017-12-02,"ili perc",0.949427,2018-01-06
"HHS Region 8",2017-12-09,"ili perc",1.13081,2018-01-06
"HHS Region 8",2017-12-16,"ili perc",1.32666,2018-01-06
"HHS Region 8",2017-12-23,"ili perc",1.94377,2018-01-06
"HHS Region 8",2017-12-30,"ili perc",2.46134,2018-01-06
"HHS Region 8",2018-01-06,"ili perc",2.66796,2018-01-06
"HHS Region 9",2017-08-05,"ili perc",0.892872,2018-01-06
"HHS Region 9",2017-08-12,"ili perc",0.912778,2018-01-06
"HHS Region 9",2017-08-19,"ili perc",1.012,2018-01-06
"HHS Region 9",2017-08-26,"ili perc",1.2651,2018-01-06
"HHS Region 9",2017-09-02,"ili perc",1.28077,2018-01-06
"HHS Region 9",2017-09-09,"ili perc",1.30647,2018-01-06
"HHS Region 9",2017-09-16,"ili perc",1.57206,2018-01-06
"HHS Region 9",2017-09-23,"ili perc",1.47989,2018-01-06
"HHS Region 9",2017-09-30,"ili perc",1.4571,2018-01-06
"HHS Region 9",2017-10-07,"ili perc",1.72075,2018-01-06
"HHS Region 9",2017-10-14,"ili perc",1.5292,2018-01-06
"HHS Region 9",2017-10-21,"ili perc",1.52758,2018-01-06
"HHS Region 9",2017-10-28,"ili perc",1.68187,2018-01-06
"HHS Region 9",2017-11-04,"ili perc",1.99026,2018-01-06
"HHS Region 9",2017-11-11,"ili perc",1.91389,2018-01-06
"HHS Region 9",2017-11-18,"ili perc",1.94421,2018-01-06
"HHS Region 9",2017-11-25,"ili perc",2.1796,2018-01-06
"HHS Region 9",2017-12-02,"ili perc",2.05625,2018-01-06
"HHS Region 9",2017-12-09,"ili perc",2.57424,2018-01-06
"HHS Region 9",2017-12-16,"ili perc",3.54842,2018-01-06
"HHS Region 9",2017-12-23,"ili perc",4.78479,2018-01-06
"HHS Region 9",2017-12-30,"ili perc",6.735,2018-01-06
"HHS Region 9",2018-01-06,"ili perc",6.09237,2018-01-06
"HHS Region 10",2017-08-05,"ili perc",0.364459,2018-01-06
"HHS Region 10",2017-08-12,"ili perc",0.240377,2018-01-06
"HHS Region 10",2017-08-19,"ili perc",0.126923,2018-01-06
"HHS Region 10",2017-08-26,"ili perc",0.241729,2018-01-06
"HHS Region 10",2017-09-02,"ili perc",0.293072,2018-01-06
"HHS Region 10",2017-09-09,"ili perc",0.222412,2018-01-06
"HHS Region 10",2017-09-16,"ili perc",0.450716,2018-01-06
"HHS Region 10",2017-09-23,"ili perc",0.451331,2018-01-06
"HHS Region 10",2017-09-30,"ili perc",0.378646,2018-01-06
"HHS Region 10",2017-10-07,"ili perc",0.521556,2018-01-06
"HHS Region 10",2017-10-14,"ili perc",0.633168,2018-01-06
"HHS Region 10",2017-10-21,"ili perc",0.800568,2018-01-06
"HHS Region 10",2017-10-28,"ili perc",0.708395,2018-01-06
"HHS Region 10",2017-11-04,"ili perc",0.953115,2018-01-06
"HHS Region 10",2017-11-11,"ili perc",0.997837,2018-01-06
"HHS Region 10",2017-11-18,"ili perc",0.926286,2018-01-06
"HHS Region 10",2017-11-25,"ili perc",1.25434,2018-01-06
"HHS Region 10",2017-12-02,"ili perc",1.20917,2018-01-06
"HHS Region 10",2017-12-09,"ili perc",1.13269,2018-01-06
"HHS Region 10",2017-12-16,"ili perc",1.34416,2018-01-06
"HHS Region 10",2017-12-23,"ili perc",2.18427,2018-01-06
"HHS Region 10",2017-12-30,"ili perc",4.34568,2018-01-06
"HHS Region 10",2018-01-06,"ili perc",5.02929,2018-01-06
"US National",2017-08-05,"ili perc",0.732137,2018-01-13
"US National",2017-08-12,"ili perc",0.689006,2018-01-13
"US National",2017-08-19,"ili perc",0.733007,2018-01-13
"US National",2017-08-26,"ili perc",0.913111,2018-01-13
"US National",2017-09-02,"ili perc",1.02317,2018-01-13
"US National",2017-09-09,"ili perc",1.09338,2018-01-13
"US National",2017-09-16,"ili perc",1.09907,2018-01-13
"US National",2017-09-23,"ili perc",1.09703,2018-01-13
"US National",2017-09-30,"ili perc",1.18892,2018-01-13
"US National",2017-10-07,"ili perc",1.26695,2018-01-13
"US National",2017-10-14,"ili perc",1.30899,2018-01-13
"US National",2017-10-21,"ili perc",1.34372,2018-01-13
"US National",2017-10-28,"ili perc",1.52119,2018-01-13
"US National",2017-11-04,"ili perc",1.75154,2018-01-13
"US National",2017-11-11,"ili perc",1.8835,2018-01-13
"US National",2017-11-18,"ili perc",2.04603,2018-01-13
"US National",2017-11-25,"ili perc",2.28001,2018-01-13
"US National",2017-12-02,"ili perc",2.27771,2018-01-13
"US National",2017-12-09,"ili perc",2.59347,2018-01-13
"US National",2017-12-16,"ili perc",3.37854,2018-01-13
"US National",2017-12-23,"ili perc",4.77386,2018-01-13
"US National",2017-12-30,"ili perc",5.71558,2018-01-13
"US National",2018-01-06,"ili perc",5.82456,2018-01-13
"US National",2018-01-13,"ili perc",6.31904,2018-01-13
"HHS Region 1",2017-08-05,"ili perc",0.303222,2018-01-13
"HHS Region 1",2017-08-12,"ili perc",0.286054,2018-01-13
"HHS Region 1",2017-08-19,"ili perc",0.341359,2018-01-13
"HHS Region 1",2017-08-26,"ili perc",0.325429,2018-01-13
"HHS Region 1",2017-09-02,"ili perc",0.339203,2018-01-13
"HHS Region 1",2017-09-09,"ili perc",0.289899,2018-01-13
"HHS Region 1",2017-09-16,"ili perc",0.476605,2018-01-13
"HHS Region 1",2017-09-23,"ili perc",0.445249,2018-01-13
"HHS Region 1",2017-09-30,"ili perc",0.473412,2018-01-13
"HHS Region 1",2017-10-07,"ili perc",0.739583,2018-01-13
"HHS Region 1",2017-10-14,"ili perc",0.820248,2018-01-13
"HHS Region 1",2017-10-21,"ili perc",0.83061,2018-01-13
"HHS Region 1",2017-10-28,"ili perc",1.02197,2018-01-13
"HHS Region 1",2017-11-04,"ili perc",0.979938,2018-01-13
"HHS Region 1",2017-11-11,"ili perc",1.12683,2018-01-13
"HHS Region 1",2017-11-18,"ili perc",1.20786,2018-01-13
"HHS Region 1",2017-11-25,"ili perc",1.64813,2018-01-13
"HHS Region 1",2017-12-02,"ili perc",1.50339,2018-01-13
"HHS Region 1",2017-12-09,"ili perc",1.67467,2018-01-13
"HHS Region 1",2017-12-16,"ili perc",1.99528,2018-01-13
"HHS Region 1",2017-12-23,"ili perc",2.27828,2018-01-13
"HHS Region 1",2017-12-30,"ili perc",2.8218,2018-01-13
"HHS Region 1",2018-01-06,"ili perc",2.88998,2018-01-13
"HHS Region 1",2018-01-13,"ili perc",3.01414,2018-01-13
"HHS Region 2",2017-08-05,"ili perc",1.32634,2018-01-13
"HHS Region 2",2017-08-12,"ili perc",1.34713,2018-01-13
"HHS Region 2",2017-08-19,"ili perc",1.16,2018-01-13
"HHS Region 2",2017-08-26,"ili perc",1.41631,2018-01-13
"HHS Region 2",2017-09-02,"ili perc",1.32707,2018-01-13
"HHS Region 2",2017-09-09,"ili perc",1.46302,2018-01-13
"HHS Region 2",2017-09-16,"ili perc",1.41128,2018-01-13
"HHS Region 2",2017-09-23,"ili perc",1.50731,2018-01-13
"HHS Region 2",2017-09-30,"ili perc",1.55262,2018-01-13
"HHS Region 2",2017-10-07,"ili perc",1.53878,2018-01-13
"HHS Region 2",2017-10-14,"ili perc",1.64671,2018-01-13
"HHS Region 2",2017-10-21,"ili perc",1.87537,2018-01-13
"HHS Region 2",2017-10-28,"ili perc",2.09693,2018-01-13
"HHS Region 2",2017-11-04,"ili perc",2.43006,2018-01-13
"HHS Region 2",2017-11-11,"ili perc",2.41103,2018-01-13
"HHS Region 2",2017-11-18,"ili perc",2.83806,2018-01-13
"HHS Region 2",2017-11-25,"ili perc",2.85407,2018-01-13
"HHS Region 2",2017-12-02,"ili perc",2.98287,2018-01-13
"HHS Region 2",2017-12-09,"ili perc",3.16409,2018-01-13
"HHS Region 2",2017-12-16,"ili perc",3.61541,2018-01-13
"HHS Region 2",2017-12-23,"ili perc",4.35067,2018-01-13
"HHS Region 2",2017-12-30,"ili perc",4.55334,2018-01-13
"HHS Region 2",2018-01-06,"ili perc",5.03383,2018-01-13
"HHS Region 2",2018-01-13,"ili perc",5.98378,2018-01-13
"HHS Region 3",2017-08-05,"ili perc",0.809792,2018-01-13
"HHS Region 3",2017-08-12,"ili perc",0.593181,2018-01-13
"HHS Region 3",2017-08-19,"ili perc",0.618561,2018-01-13
"HHS Region 3",2017-08-26,"ili perc",0.632169,2018-01-13
"HHS Region 3",2017-09-02,"ili perc",0.800751,2018-01-13
"HHS Region 3",2017-09-09,"ili perc",0.855259,2018-01-13
"HHS Region 3",2017-09-16,"ili perc",0.755999,2018-01-13
"HHS Region 3",2017-09-23,"ili perc",0.85242,2018-01-13
"HHS Region 3",2017-09-30,"ili perc",0.980626,2018-01-13
"HHS Region 3",2017-10-07,"ili perc",0.936788,2018-01-13
"HHS Region 3",2017-10-14,"ili perc",1.00094,2018-01-13
"HHS Region 3",2017-10-21,"ili perc",1.03129,2018-01-13
"HHS Region 3",2017-10-28,"ili perc",1.1373,2018-01-13
"HHS Region 3",2017-11-04,"ili perc",1.19311,2018-01-13
"HHS Region 3",2017-11-11,"ili perc",1.32058,2018-01-13
"HHS Region 3",2017-11-18,"ili perc",1.61314,2018-01-13
"HHS Region 3",2017-11-25,"ili perc",1.66409,2018-01-13
"HHS Region 3",2017-12-02,"ili perc",1.62901,2018-01-13
"HHS Region 3",2017-12-09,"ili perc",1.6546,2018-01-13
"HHS Region 3",2017-12-16,"ili perc",1.8449,2018-01-13
"HHS Region 3",2017-12-23,"ili perc",2.31287,2018-01-13
"HHS Region 3",2017-12-30,"ili perc",3.93046,2018-01-13
"HHS Region 3",2018-01-06,"ili perc",3.3778,2018-01-13
"HHS Region 3",2018-01-13,"ili perc",3.89093,2018-01-13
"HHS Region 4",2017-08-05,"ili perc",0.476357,2018-01-13
"HHS Region 4",2017-08-12,"ili perc",0.483647,2018-01-13
"HHS Region 4",2017-08-19,"ili perc",0.674289,2018-01-13
"HHS Region 4",2017-08-26,"ili perc",0.782429,2018-01-13
"HHS Region 4",2017-09-02,"ili perc",1.11294,2018-01-13
"HHS Region 4",2017-09-09,"ili perc",1.17542,2018-01-13
"HHS Region 4",2017-09-16,"ili perc",0.956649,2018-01-13
"HHS Region 4",2017-09-23,"ili perc",0.902408,2018-01-13
"HHS Region 4",2017-09-30,"ili perc",1.02557,2018-01-13
"HHS Region 4",2017-10-07,"ili perc",1.17435,2018-01-13
"HHS Region 4",2017-10-14,"ili perc",1.25994,2018-01-13
"HHS Region 4",2017-10-21,"ili perc",1.27101,2018-01-13
"HHS Region 4",2017-10-28,"ili perc",1.60354,2018-01-13
"HHS Region 4",2017-11-04,"ili perc",1.79337,2018-01-13
"HHS Region 4",2017-11-11,"ili perc",2.07341,2018-01-13
"HHS Region 4",2017-11-18,"ili perc",2.19991,2018-01-13
"HHS Region 4",2017-11-25,"ili perc",2.46992,2018-01-13
"HHS Region 4",2017-12-02,"ili perc",2.24546,2018-01-13
"HHS Region 4",2017-12-09,"ili perc",2.55541,2018-01-13
"HHS Region 4",2017-12-16,"ili perc",3.08816,2018-01-13
"HHS Region 4",2017-12-23,"ili perc",4.55508,2018-01-13
"HHS Region 4",2017-12-30,"ili perc",5.18054,2018-01-13
"HHS Region 4",2018-01-06,"ili perc",5.4916,2018-01-13
"HHS Region 4",2018-01-13,"ili perc",7.3009,2018-01-13
"HHS Region 5",2017-08-05,"ili perc",0.602327,2018-01-13
"HHS Region 5",2017-08-12,"ili perc",0.612967,2018-01-13
"HHS Region 5",2017-08-19,"ili perc",0.637141,2018-01-13
"HHS Region 5",2017-08-26,"ili perc",0.627954,2018-01-13
"HHS Region 5",2017-09-02,"ili perc",0.724628,2018-01-13
"HHS Region 5",2017-09-09,"ili perc",0.859425,2018-01-13
"HHS Region 5",2017-09-16,"ili perc",1.04165,2018-01-13
"HHS Region 5",2017-09-23,"ili perc",1.11121,2018-01-13
"HHS Region 5",2017-09-30,"ili perc",1.29017,2018-01-13
"HHS Region 5",2017-10-07,"ili perc",1.16846,2018-01-13
"HHS Region 5",2017-10-14,"ili perc",1.20368,2018-01-13
"HHS Region 5",2017-10-21,"ili perc",1.17624,2018-01-13
"HHS Region 5",2017-10-28,"ili perc",1.27129,2018-01-13
"HHS Region 5",2017-11-04,"ili perc",1.26578,2018-01-13
"HHS Region 5",2017-11-11,"ili perc",1.36046,2018-01-13
"HHS Region 5",2017-11-18,"ili perc",1.23018,2018-01-13
"HHS Region 5",2017-11-25,"ili perc",1.60675,2018-01-13
"HHS Region 5",2017-12-02,"ili perc",1.64182,2018-01-13
"HHS Region 5",2017-12-09,"ili perc",1.95901,2018-01-13
"HHS Region 5",2017-12-16,"ili perc",2.23424,2018-01-13
"HHS Region 5",2017-12-23,"ili perc",3.31713,2018-01-13
"HHS Region 5",2017-12-30,"ili perc",4.61723,2018-01-13
"HHS Region 5",2018-01-06,"ili perc",4.31694,2018-01-13
"HHS Region 5",2018-01-13,"ili perc",4.88675,2018-01-13
"HHS Region 6",2017-08-05,"ili perc",1.15229,2018-01-13
"HHS Region 6",2017-08-12,"ili perc",0.96867,2018-01-13
"HHS Region 6",2017-08-19,"ili perc",1.02289,2018-01-13
"HHS Region 6",2017-08-26,"ili perc",1.66769,2018-01-13
"HHS Region 6",2017-09-02,"ili perc",1.74834,2018-01-13
"HHS Region 6",2017-09-09,"ili perc",1.78512,2018-01-13
"HHS Region 6",2017-09-16,"ili perc",1.76123,2018-01-13
"HHS Region 6",2017-09-23,"ili perc",1.60371,2018-01-13
"HHS Region 6",2017-09-30,"ili perc",1.79261,2018-01-13
"HHS Region 6",2017-10-07,"ili perc",1.91595,2018-01-13
"HHS Region 6",2017-10-14,"ili perc",2.04769,2018-01-13
"HHS Region 6",2017-10-21,"ili perc",2.02089,2018-01-13
"HHS Region 6",2017-10-28,"ili perc",2.23592,2018-01-13
"HHS Region 6",2017-11-04,"ili perc",2.9408,2018-01-13
"HHS Region 6",2017-11-11,"ili perc",3.30872,2018-01-13
"HHS Region 6",2017-11-18,"ili perc",3.90129,2018-01-13
"HHS Region 6",2017-11-25,"ili perc",4.11342,2018-01-13
"HHS Region 6",2017-12-02,"ili perc",4.63429,2018-01-13
"HHS Region 6",2017-12-09,"ili perc",5.16668,2018-01-13
"HHS Region 6",2017-12-16,"ili perc",8.01027,2018-01-13
"HHS Region 6",2017-12-23,"ili perc",11.7649,2018-01-13
"HHS Region 6",2017-12-30,"ili perc",10.5401,2018-01-13
"HHS Region 6",2018-01-06,"ili perc",11.037,2018-01-13
"HHS Region 6",2018-01-13,"ili perc",12.5966,2018-01-13
"HHS Region 7",2017-08-05,"ili perc",0.174172,2018-01-13
"HHS Region 7",2017-08-12,"ili perc",0.115888,2018-01-13
"HHS Region 7",2017-08-19,"ili perc",0.112074,2018-01-13
"HHS Region 7",2017-08-26,"ili perc",0.233776,2018-01-13
"HHS Region 7",2017-09-02,"ili perc",0.142496,2018-01-13
"HHS Region 7",2017-09-09,"ili perc",0.396513,2018-01-13
"HHS Region 7",2017-09-16,"ili perc",0.27963,2018-01-13
"HHS Region 7",2017-09-23,"ili perc",0.535088,2018-01-13
"HHS Region 7",2017-09-30,"ili perc",0.54052,2018-01-13
"HHS Region 7",2017-10-07,"ili perc",0.636016,2018-01-13
"HHS Region 7",2017-10-14,"ili perc",0.713236,2018-01-13
"HHS Region 7",2017-10-21,"ili perc",0.83975,2018-01-13
"HHS Region 7",2017-10-28,"ili perc",0.951642,2018-01-13
"HHS Region 7",2017-11-04,"ili perc",1.1751,2018-01-13
"HHS Region 7",2017-11-11,"ili perc",1.27355,2018-01-13
"HHS Region 7",2017-11-18,"ili perc",1.42082,2018-01-13
"HHS Region 7",2017-11-25,"ili perc",1.75495,2018-01-13
"HHS Region 7",2017-12-02,"ili perc",1.50143,2018-01-13
"HHS Region 7",2017-12-09,"ili perc",2.06811,2018-01-13
"HHS Region 7",2017-12-16,"ili perc",2.78715,2018-01-13
"HHS Region 7",2017-12-23,"ili perc",4.41519,2018-01-13
"HHS Region 7",2017-12-30,"ili perc",7.40372,2018-01-13
"HHS Region 7",2018-01-06,"ili perc",7.79353,2018-01-13
"HHS Region 7",2018-01-13,"ili perc",7.99325,2018-01-13
"HHS Region 8",2017-08-05,"ili perc",0.339978,2018-01-13
"HHS Region 8",2017-08-12,"ili perc",0.359646,2018-01-13
"HHS Region 8",2017-08-19,"ili perc",0.326402,2018-01-13
"HHS Region 8",2017-08-26,"ili perc",0.419146,2018-01-13
"HHS Region 8",2017-09-02,"ili perc",0.714684,2018-01-13
"HHS Region 8",2017-09-09,"ili perc",0.800955,2018-01-13
"HHS Region 8",2017-09-16,"ili perc",0.331921,2018-01-13
"HHS Region 8",2017-09-23,"ili perc",0.427048,2018-01-13
"HHS Region 8",2017-09-30,"ili perc",0.518725,2018-01-13
"HHS Region 8",2017-10-07,"ili perc",0.474087,2018-01-13
"HHS Region 8",2017-10-14,"ili perc",0.560104,2018-01-13
"HHS Region 8",2017-10-21,"ili perc",0.560496,2018-01-13
"HHS Region 8",2017-10-28,"ili perc",0.698307,2018-01-13
"HHS Region 8",2017-11-04,"ili perc",0.697196,2018-01-13
"HHS Region 8",2017-11-11,"ili perc",0.772821,2018-01-13
"HHS Region 8",2017-11-18,"ili perc",0.842665,2018-01-13
"HHS Region 8",2017-11-25,"ili perc",0.935975,2018-01-13
"HHS Region 8",2017-12-02,"ili perc",0.949427,2018-01-13
"HHS Region 8",2017-12-09,"ili perc",1.13081,2018-01-13
"HHS Region 8",2017-12-16,"ili perc",1.32666,2018-01-13
"HHS Region 8",2017-12-23,"ili perc",1.94377,2018-01-13
"HHS Region 8",2017-12-30,"ili perc",2.44657,2018-01-13
"HHS Region 8",2018-01-06,"ili perc",2.55675,2018-01-13
"HHS Region 8",2018-01-13,"ili perc",2.65041,2018-01-13
"HHS Region 9",2017-08-05,"ili perc",0.892872,2018-01-13
"HHS Region 9",2017-08-12,"ili perc",0.912778,2018-01-13
"HHS Region 9",2017-08-19,"ili perc",1.012,2018-01-13
"HHS Region 9",2017-08-26,"ili perc",1.2651,2018-01-13
"HHS Region 9",2017-09-02,"ili perc",1.28077,2018-01-13
"HHS Region 9",2017-09-09,"ili perc",1.30647,2018-01-13
"HHS Region 9",2017-09-16,"ili perc",1.57206,2018-01-13
"HHS Region 9",2017-09-23,"ili perc",1.47989,2018-01-13
"HHS Region 9",2017-09-30,"ili perc",1.4571,2018-01-13
"HHS Region 9",2017-10-07,"ili perc",1.70004,2018-01-13
"HHS Region 9",2017-10-14,"ili perc",1.51377,2018-01-13
"HHS Region 9",2017-10-21,"ili perc",1.52629,2018-01-13
"HHS Region 9",2017-10-28,"ili perc",1.67121,2018-01-13
"HHS Region 9",2017-11-04,"ili perc",1.97996,2018-01-13
"HHS Region 9",2017-11-11,"ili perc",1.90711,2018-01-13
"HHS Region 9",2017-11-18,"ili perc",1.93165,2018-01-13
"HHS Region 9",2017-11-25,"ili perc",2.15909,2018-01-13
"HHS Region 9",2017-12-02,"ili perc",2.0295,2018-01-13
"HHS Region 9",2017-12-09,"ili perc",2.54985,2018-01-13
"HHS Region 9",2017-12-16,"ili perc",3.52739,2018-01-13
"HHS Region 9",2017-12-23,"ili perc",4.78211,2018-01-13
"HHS Region 9",2017-12-30,"ili perc",6.91806,2018-01-13
"HHS Region 9",2018-01-06,"ili perc",6.85151,2018-01-13
"HHS Region 9",2018-01-13,"ili perc",5.20447,2018-01-13
